step,actic loss,critic loss,average distance,time
11120,-0.0862,0.1289,3.0630,0min0sec
11130,-0.0861,0.1288,3.0629,0min0sec
11140,-0.0861,0.1287,3.0628,0min0sec
11150,-0.0860,0.1286,3.0626,0min0sec
11160,-0.0859,0.1285,3.0625,0min0sec
11170,-0.0859,0.1284,3.0624,0min0sec
11180,-0.0858,0.1283,3.0623,0min0sec
11190,-0.0858,0.1282,3.0621,0min0sec
11200,-0.0857,0.1281,3.0620,0min0sec
11210,-0.0856,0.1280,3.0619,0min0sec
11220,-0.0856,0.1279,3.0618,0min0sec
11230,-0.0855,0.1278,3.0616,0min0sec
11240,-0.0854,0.1277,3.0615,0min0sec
11250,-0.0854,0.1276,3.0614,0min0sec
11260,-0.0853,0.1275,3.0613,0min0sec
11270,-0.0852,0.1274,3.0612,0min0sec
11280,-0.0852,0.1273,3.0610,0min0sec
11290,-0.0851,0.1272,3.0609,0min0sec
11300,-0.0850,0.1271,3.0608,0min0sec
11310,-0.0850,0.1270,3.0607,0min0sec
11320,-0.0849,0.1269,3.0606,0min0sec
11330,-0.0848,0.1268,3.0605,0min0sec
11340,-0.0848,0.1267,3.0603,0min0sec
11350,-0.0847,0.1266,3.0602,0min0sec
11360,-0.0846,0.1265,3.0601,0min0sec
11370,-0.0846,0.1264,3.0600,0min0sec
11380,-0.0845,0.1263,3.0599,0min0sec
11390,-0.0844,0.1262,3.0597,0min0sec
11400,-0.0844,0.1261,3.0596,0min0sec
11410,-0.0843,0.1260,3.0595,0min0sec
11420,-0.0843,0.1259,3.0594,0min0sec
11430,-0.0842,0.1258,3.0593,0min0sec
11440,-0.0841,0.1257,3.0591,0min0sec
11450,-0.0841,0.1256,3.0590,0min0sec
11460,-0.0840,0.1255,3.0589,0min0sec
11470,-0.0839,0.1254,3.0588,0min0sec
11480,-0.0839,0.1254,3.0587,0min0sec
11490,-0.0838,0.1253,3.0585,0min0sec
11500,-0.0837,0.1252,3.0584,0min0sec
11510,-0.0837,0.1251,3.0583,0min0sec
11520,-0.0836,0.1250,3.0582,0min0sec
11530,-0.0836,0.1249,3.0581,0min0sec
11540,-0.0835,0.1248,3.0579,0min0sec
11550,-0.0834,0.1247,3.0578,0min0sec
11560,-0.0834,0.1246,3.0577,0min0sec
11570,-0.0833,0.1245,3.0576,0min0sec
11580,-0.0832,0.1244,3.0575,0min0sec
11590,-0.0832,0.1243,3.0573,0min0sec
11600,-0.0831,0.1242,3.0572,0min0sec
11610,-0.0831,0.1241,3.0571,0min0sec
11620,-0.0830,0.1240,3.0570,0min0sec
11630,-0.0829,0.1239,3.0569,0min0sec
11640,-0.0829,0.1239,3.0567,0min0sec
11650,-0.0828,0.1238,3.0566,0min0sec
11660,-0.0827,0.1237,3.0565,0min0sec
11670,-0.0827,0.1236,3.0564,0min0sec
11680,-0.0826,0.1235,3.0563,0min0sec
11690,-0.0826,0.1234,3.0562,0min0sec
11700,-0.0825,0.1233,3.0561,0min0sec
11710,-0.0824,0.1232,3.0560,0min0sec
11720,-0.0824,0.1231,3.0559,0min0sec
11730,-0.0823,0.1230,3.0557,0min0sec
11740,-0.0823,0.1229,3.0556,0min0sec
11750,-0.0822,0.1229,3.0555,0min0sec
11760,-0.0821,0.1228,3.0554,0min0sec
11770,-0.0821,0.1227,3.0553,0min0sec
11780,-0.0820,0.1226,3.0552,0min0sec
11790,-0.0820,0.1225,3.0551,0min0sec
11800,-0.0819,0.1224,3.0550,0min0sec
11810,-0.0818,0.1223,3.0549,0min0sec
11820,-0.0818,0.1222,3.0548,0min0sec
11830,-0.0817,0.1221,3.0546,0min0sec
11840,-0.0817,0.1221,3.0545,0min0sec
11850,-0.0816,0.1220,3.0544,0min0sec
11860,-0.0815,0.1219,3.0543,0min0sec
11870,-0.0815,0.1218,3.0542,0min0sec
11880,-0.0814,0.1217,3.0541,0min0sec
11890,-0.0814,0.1216,3.0540,0min0sec
11900,-0.0813,0.1215,3.0538,0min0sec
11910,-0.0812,0.1214,3.0537,0min0sec
11920,-0.0812,0.1213,3.0536,0min0sec
11930,-0.0811,0.1213,3.0535,0min0sec
11940,-0.0811,0.1212,3.0534,0min0sec
11950,-0.0810,0.1211,3.0533,0min0sec
11960,-0.0809,0.1210,3.0532,0min0sec
11970,-0.0809,0.1209,3.0531,0min0sec
11980,-0.0808,0.1208,3.0530,0min0sec
11990,-0.0808,0.1207,3.0528,0min0sec
12000,-0.0807,0.1206,3.0527,0min0sec
12010,-0.0807,0.1205,3.0526,0min0sec
12020,-0.0806,0.1205,3.0525,0min0sec
12030,-0.0805,0.1204,3.0524,0min0sec
12040,-0.0805,0.1203,3.0523,0min0sec
12050,-0.0804,0.1202,3.0522,0min0sec
12060,-0.0804,0.1201,3.0521,0min0sec
12070,-0.0803,0.1200,3.0520,0min0sec
12080,-0.0803,0.1199,3.0519,0min0sec
12090,-0.0802,0.1199,3.0517,0min0sec
12100,-0.0801,0.1198,3.0516,0min0sec
12110,-0.0801,0.1197,3.0515,0min0sec
12120,-0.0800,0.1196,3.0514,0min0sec
12130,-0.0800,0.1195,3.0513,0min0sec
12140,-0.0799,0.1194,3.0512,0min0sec
12150,-0.0799,0.1193,3.0511,0min0sec
12160,-0.0798,0.1193,3.0510,0min0sec
12170,-0.0797,0.1192,3.0509,0min0sec
12180,-0.0797,0.1191,3.0508,0min0sec
12190,-0.0796,0.1190,3.0507,0min0sec
12200,-0.0796,0.1189,3.0506,0min0sec
12210,-0.0795,0.1188,3.0505,0min0sec
12220,-0.0795,0.1187,3.0504,0min0sec
12230,-0.0794,0.1187,3.0502,0min0sec
12240,-0.0793,0.1186,3.0501,0min0sec
12250,-0.0793,0.1185,3.0500,0min0sec
12260,-0.0792,0.1184,3.0499,0min0sec
12270,-0.0792,0.1183,3.0498,0min0sec
12280,-0.0791,0.1182,3.0497,0min0sec
12290,-0.0791,0.1182,3.0496,0min0sec
12300,-0.0790,0.1181,3.0495,0min0sec
12310,-0.0790,0.1180,3.0494,0min0sec
12320,-0.0789,0.1179,3.0493,0min0sec
12330,-0.0788,0.1178,3.0492,0min0sec
12340,-0.0788,0.1177,3.0491,0min0sec
12350,-0.0787,0.1177,3.0490,0min0sec
12360,-0.0787,0.1176,3.0489,0min0sec
12370,-0.0786,0.1175,3.0488,0min0sec
12380,-0.0786,0.1174,3.0487,0min0sec
12390,-0.0785,0.1173,3.0486,0min0sec
12400,-0.0785,0.1172,3.0485,0min0sec
12410,-0.0784,0.1172,3.0484,0min0sec
12420,-0.0784,0.1171,3.0483,0min0sec
12430,-0.0783,0.1170,3.0481,0min0sec
12440,-0.0782,0.1169,3.0480,0min0sec
12450,-0.0782,0.1168,3.0479,0min0sec
12460,-0.0781,0.1168,3.0478,0min0sec
12470,-0.0781,0.1167,3.0477,0min0sec
12480,-0.0780,0.1166,3.0476,0min0sec
12490,-0.0780,0.1165,3.0475,0min0sec
12500,-0.0779,0.1164,3.0474,0min0sec
12510,-0.0779,0.1163,3.0473,0min0sec
12520,-0.0778,0.1163,3.0472,0min0sec
12530,-0.0778,0.1162,3.0471,0min0sec
12540,-0.0777,0.1161,3.0470,0min0sec
12550,-0.0777,0.1160,3.0470,0min0sec
12560,-0.0776,0.1159,3.0469,0min0sec
12570,-0.0776,0.1159,3.0467,0min0sec
12580,-0.0775,0.1158,3.0466,0min0sec
12590,-0.0774,0.1157,3.0465,0min0sec
12600,-0.0774,0.1156,3.0464,0min0sec
12610,-0.0773,0.1155,3.0463,0min0sec
12620,-0.0773,0.1155,3.0462,0min0sec
12630,-0.0772,0.1154,3.0461,0min0sec
12640,-0.0772,0.1153,3.0460,0min0sec
12650,-0.0771,0.1152,3.0459,0min0sec
12660,-0.0771,0.1152,3.0458,0min0sec
12670,-0.0770,0.1151,3.0457,0min0sec
12680,-0.0770,0.1150,3.0456,0min0sec
12690,-0.0769,0.1149,3.0455,0min0sec
12700,-0.0769,0.1148,3.0454,0min0sec
12710,-0.0768,0.1148,3.0453,0min0sec
12720,-0.0768,0.1147,3.0452,0min0sec
12730,-0.0767,0.1146,3.0451,0min0sec
12740,-0.0767,0.1145,3.0450,0min0sec
12750,-0.0766,0.1144,3.0449,0min0sec
12760,-0.0766,0.1144,3.0448,0min0sec
12770,-0.0765,0.1143,3.0447,0min0sec
12780,-0.0765,0.1142,3.0446,0min0sec
12790,-0.0764,0.1141,3.0445,0min0sec
12800,-0.0764,0.1141,3.0444,0min0sec
12810,-0.0763,0.1140,3.0443,0min0sec
12820,-0.0763,0.1139,3.0442,0min0sec
12830,-0.0762,0.1138,3.0441,0min0sec
12840,-0.0761,0.1137,3.0441,0min0sec
12850,-0.0761,0.1137,3.0440,0min0sec
12860,-0.0760,0.1136,3.0439,0min0sec
12870,-0.0760,0.1135,3.0438,0min0sec
12880,-0.0759,0.1134,3.0437,0min0sec
12890,-0.0759,0.1134,3.0436,0min0sec
12900,-0.0758,0.1133,3.0435,0min0sec
12910,-0.0758,0.1132,3.0434,0min0sec
12920,-0.0757,0.1131,3.0433,0min0sec
12930,-0.0757,0.1131,3.0432,0min0sec
12940,-0.0756,0.1130,3.0431,0min0sec
12950,-0.0756,0.1129,3.0430,0min0sec
12960,-0.0755,0.1128,3.0429,0min0sec
12970,-0.0755,0.1128,3.0428,0min0sec
12980,-0.0754,0.1127,3.0427,0min0sec
12990,-0.0754,0.1126,3.0426,0min0sec
