step,actic loss,critic loss,average distance,time
11190,-0.0482,0.0919,2.7860,0min0sec
11200,-0.0482,0.0918,2.7859,0min0sec
11210,-0.0481,0.0918,2.7858,0min0sec
11220,-0.0481,0.0917,2.7856,0min0sec
11230,-0.0480,0.0916,2.7855,0min0sec
11240,-0.0480,0.0916,2.7854,0min0sec
11250,-0.0480,0.0915,2.7853,0min0sec
11260,-0.0479,0.0914,2.7852,0min0sec
11270,-0.0479,0.0913,2.7851,0min0sec
11280,-0.0479,0.0913,2.7849,0min0sec
11290,-0.0478,0.0912,2.7848,0min0sec
11300,-0.0478,0.0911,2.7847,0min0sec
11310,-0.0478,0.0911,2.7846,0min0sec
11320,-0.0477,0.0910,2.7845,0min0sec
11330,-0.0477,0.0909,2.7843,0min0sec
11340,-0.0476,0.0908,2.7842,0min0sec
11350,-0.0476,0.0908,2.7841,0min0sec
11360,-0.0476,0.0907,2.7840,0min0sec
11370,-0.0475,0.0906,2.7839,0min0sec
11380,-0.0475,0.0906,2.7838,0min0sec
11390,-0.0475,0.0905,2.7837,0min0sec
11400,-0.0474,0.0904,2.7835,0min0sec
11410,-0.0474,0.0903,2.7834,0min0sec
11420,-0.0474,0.0903,2.7833,0min0sec
11430,-0.0473,0.0902,2.7832,0min0sec
11440,-0.0473,0.0901,2.7831,0min0sec
11450,-0.0473,0.0901,2.7830,0min0sec
11460,-0.0472,0.0900,2.7828,0min0sec
11470,-0.0472,0.0899,2.7827,0min0sec
11480,-0.0472,0.0899,2.7826,0min0sec
11490,-0.0471,0.0898,2.7825,0min0sec
11500,-0.0471,0.0897,2.7824,0min0sec
11510,-0.0471,0.0896,2.7823,0min0sec
11520,-0.0470,0.0896,2.7821,0min0sec
11530,-0.0470,0.0895,2.7820,0min0sec
11540,-0.0470,0.0894,2.7819,0min0sec
11550,-0.0469,0.0894,2.7818,0min0sec
11560,-0.0469,0.0893,2.7817,0min0sec
11570,-0.0469,0.0892,2.7816,0min0sec
11580,-0.0468,0.0892,2.7815,0min0sec
11590,-0.0468,0.0891,2.7813,0min0sec
11600,-0.0467,0.0890,2.7812,0min0sec
11610,-0.0467,0.0890,2.7811,0min0sec
11620,-0.0467,0.0889,2.7810,0min0sec
11630,-0.0466,0.0888,2.7809,0min0sec
11640,-0.0466,0.0888,2.7808,0min0sec
11650,-0.0466,0.0887,2.7807,0min0sec
11660,-0.0465,0.0886,2.7806,0min0sec
11670,-0.0465,0.0886,2.7805,0min0sec
11680,-0.0465,0.0885,2.7804,0min0sec
11690,-0.0464,0.0884,2.7802,0min0sec
11700,-0.0464,0.0884,2.7801,0min0sec
11710,-0.0464,0.0883,2.7800,0min0sec
11720,-0.0463,0.0882,2.7799,0min0sec
11730,-0.0463,0.0881,2.7798,0min0sec
11740,-0.0463,0.0881,2.7797,0min0sec
11750,-0.0462,0.0880,2.7796,0min0sec
11760,-0.0462,0.0880,2.7795,0min0sec
11770,-0.0462,0.0879,2.7794,0min0sec
11780,-0.0461,0.0878,2.7792,0min0sec
11790,-0.0461,0.0878,2.7791,0min0sec
11800,-0.0461,0.0877,2.7790,0min0sec
11810,-0.0460,0.0876,2.7789,0min0sec
11820,-0.0460,0.0876,2.7788,0min0sec
11830,-0.0460,0.0875,2.7787,0min0sec
11840,-0.0460,0.0874,2.7786,0min0sec
11850,-0.0459,0.0874,2.7785,0min0sec
11860,-0.0459,0.0873,2.7784,0min0sec
11870,-0.0459,0.0872,2.7782,0min0sec
11880,-0.0458,0.0872,2.7781,0min0sec
11890,-0.0458,0.0871,2.7780,0min0sec
11900,-0.0458,0.0870,2.7779,0min0sec
11910,-0.0457,0.0870,2.7778,0min0sec
11920,-0.0457,0.0869,2.7777,0min0sec
11930,-0.0457,0.0868,2.7776,0min0sec
11940,-0.0456,0.0868,2.7775,0min0sec
11950,-0.0456,0.0867,2.7774,0min0sec
11960,-0.0456,0.0866,2.7773,0min0sec
11970,-0.0455,0.0866,2.7772,0min0sec
11980,-0.0455,0.0865,2.7771,0min0sec
11990,-0.0455,0.0864,2.7770,0min0sec
12000,-0.0454,0.0864,2.7769,0min0sec
12010,-0.0454,0.0863,2.7768,0min0sec
12020,-0.0454,0.0863,2.7767,0min0sec
12030,-0.0453,0.0862,2.7766,0min0sec
12040,-0.0453,0.0861,2.7765,0min0sec
12050,-0.0453,0.0861,2.7764,0min0sec
12060,-0.0453,0.0860,2.7763,0min0sec
12070,-0.0452,0.0859,2.7762,0min0sec
12080,-0.0452,0.0859,2.7761,0min0sec
12090,-0.0452,0.0858,2.7760,0min0sec
12100,-0.0451,0.0858,2.7759,0min0sec
12110,-0.0451,0.0857,2.7758,0min0sec
12120,-0.0451,0.0856,2.7757,0min0sec
12130,-0.0450,0.0856,2.7756,0min0sec
12140,-0.0450,0.0855,2.7755,0min0sec
12150,-0.0450,0.0854,2.7754,0min0sec
12160,-0.0450,0.0854,2.7753,0min0sec
12170,-0.0449,0.0853,2.7752,0min0sec
12180,-0.0449,0.0853,2.7751,0min0sec
12190,-0.0449,0.0852,2.7750,0min0sec
12200,-0.0448,0.0851,2.7749,0min0sec
12210,-0.0448,0.0851,2.7748,0min0sec
12220,-0.0448,0.0850,2.7747,0min0sec
12230,-0.0447,0.0849,2.7746,0min0sec
12240,-0.0447,0.0849,2.7745,0min0sec
12250,-0.0447,0.0848,2.7744,0min0sec
12260,-0.0446,0.0848,2.7743,0min0sec
12270,-0.0446,0.0847,2.7742,0min0sec
12280,-0.0446,0.0846,2.7741,0min0sec
12290,-0.0446,0.0846,2.7740,0min0sec
12300,-0.0445,0.0845,2.7739,0min0sec
12310,-0.0445,0.0845,2.7738,0min0sec
12320,-0.0445,0.0844,2.7737,0min0sec
12330,-0.0444,0.0843,2.7736,0min0sec
12340,-0.0444,0.0843,2.7735,0min0sec
12350,-0.0444,0.0842,2.7734,0min0sec
12360,-0.0443,0.0841,2.7733,0min0sec
12370,-0.0443,0.0841,2.7732,0min0sec
12380,-0.0443,0.0840,2.7731,0min0sec
12390,-0.0443,0.0840,2.7730,0min0sec
12400,-0.0442,0.0839,2.7729,0min0sec
12410,-0.0442,0.0838,2.7728,0min0sec
12420,-0.0442,0.0838,2.7727,0min0sec
12430,-0.0441,0.0837,2.7726,0min0sec
12440,-0.0441,0.0837,2.7725,0min0sec
12450,-0.0441,0.0836,2.7724,0min0sec
12460,-0.0440,0.0835,2.7723,0min0sec
12470,-0.0440,0.0835,2.7722,0min0sec
12480,-0.0440,0.0834,2.7721,0min0sec
12490,-0.0440,0.0834,2.7720,0min0sec
12500,-0.0439,0.0833,2.7719,0min0sec
12510,-0.0439,0.0833,2.7718,0min0sec
12520,-0.0439,0.0832,2.7717,0min0sec
12530,-0.0438,0.0831,2.7716,0min0sec
12540,-0.0438,0.0831,2.7715,0min0sec
12550,-0.0438,0.0830,2.7714,0min0sec
12560,-0.0438,0.0830,2.7713,0min0sec
12570,-0.0437,0.0829,2.7712,0min0sec
12580,-0.0437,0.0828,2.7711,0min0sec
12590,-0.0437,0.0828,2.7710,0min0sec
12600,-0.0436,0.0827,2.7709,0min0sec
12610,-0.0436,0.0827,2.7708,0min0sec
12620,-0.0436,0.0826,2.7707,0min0sec
12630,-0.0436,0.0826,2.7706,0min0sec
12640,-0.0435,0.0825,2.7705,0min0sec
12650,-0.0435,0.0824,2.7704,0min0sec
12660,-0.0435,0.0824,2.7704,0min0sec
12670,-0.0434,0.0823,2.7703,0min0sec
12680,-0.0434,0.0823,2.7702,0min0sec
12690,-0.0434,0.0822,2.7701,0min0sec
12700,-0.0434,0.0821,2.7700,0min0sec
12710,-0.0433,0.0821,2.7699,0min0sec
12720,-0.0433,0.0820,2.7698,0min0sec
12730,-0.0433,0.0820,2.7697,0min0sec
12740,-0.0432,0.0819,2.7696,0min0sec
12750,-0.0432,0.0819,2.7695,0min0sec
12760,-0.0432,0.0818,2.7694,0min0sec
12770,-0.0432,0.0818,2.7694,0min0sec
12780,-0.0431,0.0817,2.7693,0min0sec
12790,-0.0431,0.0816,2.7692,0min0sec
12800,-0.0431,0.0816,2.7691,0min0sec
12810,-0.0430,0.0815,2.7690,0min0sec
12820,-0.0430,0.0815,2.7689,0min0sec
12830,-0.0430,0.0814,2.7688,0min0sec
12840,-0.0430,0.0814,2.7687,0min0sec
12850,-0.0429,0.0813,2.7686,0min0sec
12860,-0.0429,0.0812,2.7685,0min0sec
12870,-0.0429,0.0812,2.7684,0min0sec
12880,-0.0429,0.0811,2.7683,0min0sec
12890,-0.0428,0.0811,2.7682,0min0sec
12900,-0.0428,0.0810,2.7681,0min0sec
12910,-0.0428,0.0810,2.7680,0min0sec
12920,-0.0427,0.0809,2.7679,0min0sec
12930,-0.0427,0.0808,2.7678,0min0sec
12940,-0.0427,0.0808,2.7678,0min0sec
12950,-0.0427,0.0807,2.7677,0min0sec
12960,-0.0426,0.0807,2.7676,0min0sec
12970,-0.0426,0.0806,2.7675,0min0sec
12980,-0.0426,0.0806,2.7674,0min0sec
12990,-0.0426,0.0805,2.7673,0min0sec
